time,q1,q2,qd1,qd2
16.2,0.8250137687175219,-2.919868556106737,2.5852847863486894,1.9420058495904817
16.22,0.8765157496036612,-2.8808321462653956,2.56479219263627,1.9614422942887617
16.240000000000002,0.927518283892397,-2.841365812172345,2.5352997815400196,1.984910587402619
16.26,0.9778421387140308,-2.801390985125309,2.4968873594467498,2.012199549804896
16.28,1.0273102663371811,-2.760833998546948,2.4496969690458488,2.043034799419923
16.3,1.0757493788808998,-2.7196269016325476,2.3939648765599624,2.0771230352241323
16.32,1.1229920277931065,-2.677707487311284,2.3300399603952053,2.114186218470694
16.34,1.1688789062157219,-2.6350187417684396,2.258387672986525,2.153985243824595
16.36,1.2132611008735583,-2.5915079125582445,2.179581198656776,2.1963344834885996
16.38,1.2560020666491039,-2.5471253567338055,2.0942827862063926,2.2411093494976115
16.4,1.296979161722054,-2.5018232864858114,2.0032187086340087,2.2882491024252722
16.42,1.3360846490973757,-2.4555544878398643,1.9071511626771873,2.337756860589946
16.44,1.3732261317039216,-2.4082710528236473,1.806849912320055,2.389698362642816
16.46,1.4083264375811002,-2.3599231383344366,1.70306579573658,2.4442006447522715
16.48,1.441323006860346,-2.310457744854039,1.5965074925272074,2.5014514774360666
16.5,1.4721668534539747,-2.25981749343662,1.4878222777768424,2.56170018856776
16.52,1.5008211831609295,-2.2079393680810955,1.3775809223160598,2.6252603782046227
16.54,1.527259748570459,-2.154753380814164,1.2662664547503075,2.6925150003148404
16.56,1.5514650121453977,-2.100181106802958,1.1542661775812209,2.763924340629224
16.580000000000002,1.573426174432046,-2.0441340248778537,1.0418661083176741,2.8400375604132693
16.6,1.5931371062256452,-1.986511583119565,0.9292468676133816,2.921508716147264
16.62,1.6105942028153188,-1.9271988873704802,0.8164799240909718,3.0091185344168943
16.64,1.6257941554579,-1.8660638795671265,0.7035229879268823,3.103803773075224
16.66,1.6387316093969866,-1.802953828134225,0.5902131732730448,3.2066968240850295
16.68,1.6493966473473454,-1.7376908874249049,0.47625626031096724,3.3191794604158855
16.7,1.6577719991922641,-1.6700663864528933,0.3612098920330188,3.4429565502533395
16.72,1.6638298272204646,-1.599833361330323,0.244457699783991,3.5801585847076516
16.740000000000002,1.6675278624165109,-1.5266966216779456,0.12516993280998007,3.7334867360789614
16.76,1.6688045556470776,-1.4502992890601423,0.002243762235797239,3.9064222156570776
16.78,1.6675727312261914,-1.370204178174729,-0.12578770577739795,4.10353538209496
16.8,1.6637109413596678,-1.2858674524238471,-0.2608959414605535,4.3309539924873155
16.82,1.6570512300759246,-1.1966003842786666,-0.40577837542093587,4.597093180709647
16.84,1.6473611572589064,-1.1015122345501338,-0.5642163232515992,4.91383005501724
16.86,1.6343163845500412,-0.9994221584827114,-0.7416712720414423,5.298458954958666
16.88,1.6174572657638284,-0.8887185662417899,-0.946309383976181,5.777057965286461
16.9,1.596117628944083,-0.767126772908959,-1.1908027237807792,6.390437307064115
16.92,1.5693052273555206,-0.631315968908,-1.495455102115723,7.204565201544898
16.94,1.5355071659380435,-0.4762516812845134,-1.8927362689921816,8.326127261785752
16.96,1.4924613635667647,-0.29440300994451596,-2.4259762664902538,9.901081765006014
16.98,1.4376164298860006,-0.07706502808295723,-3.077411168577915,11.890836424796277
17,1.3730827208231424,0.17007334630793935,-3.3797266168570497,12.834757006630042
17.02,1.3121168743662444,0.4063623711729154,-2.73409503105236,10.847827477829275
17.04,1.2649069999929923,0.6009894015455394,-2.0117670230159774,8.690675242579655
17.06,1.2297353401327276,0.7604345599292055,-1.5181466843841596,7.291369008050969
17.080000000000002,1.2029395983942732,0.8967806253005505,-1.1679574823027883,6.361675884068011
17.1,1.182303949180295,1.017300029256069,-0.8992906873415071,5.700181019702105
17.12,1.166537194594595,1.126268381379182,-0.6796326117833154,5.202385988288697
17.14,1.154843766305632,1.2263728803606015,-0.49115939139372145,4.811530606489077
17.16,1.14670805779945,1.3194117239048797,-0.32337900074603315,4.4944918641418825
17.18,1.1417837431873594,1.4066502460239323,-0.16971039040998204,4.230666491572984
17.2,1.139833064271711,1.489014764764079,-0.025806128157449926,4.00654126068042
17.22,1.1406912677511432,1.5672049938316683,0.11132492943223435,3.812855973196511
17.240000000000002,1.1442445065028009,1.6417628445176535,0.24380366546569301,3.643027458834055
17.26,1.1504153447617826,1.7131164753426915,0.37316290013047954,3.4922265347087746
17.28,1.1591527446118985,1.7816095714174403,0.5005172031581789,3.356812356993145
17.3,1.1704247768056464,1.8475214239212692,0.6266675515289846,3.233972034475848
17.32,1.184213018849077,1.9110810639347144,0.7521665273161635,3.1214831587249345
17.34,1.2005080026741386,1.972477429045613,0.8773587382142681,3.0175526842180145
17.36,1.2193053071359221,2.0318668085648124,1.002405288020644,2.920704812713326
17.38,1.2406020340203305,2.0893783773230994,1.1272979289476668,2.8297013037183563
17.400000000000002,1.2643935006933078,2.1451183609547093,1.251866771011439,2.743483900546468
17.42,1.290670050223602,2.1991732082136624,1.375784478558512,2.661132344082808
17.44,1.3194139334607193,2.2516120395627053,1.4985694084340349,2.5818338111774364
17.46,1.3505962644516318,2.302488573685924,1.6195899350336478,2.504861144602768
17.48,1.3841740946471617,2.3518426913532045,1.7380721257788931,2.429558261048842
17.5,1.4200876939948377,2.3997017708345814,1.8531128636762249,2.3553318110089445
17.52,1.4582581674692503,2.446081915110434,1.963700355502956,2.2816486097565067
